name,domain,exchanges,listings,exchange_list
PubLift,classmates.com,1,1,triplelift.com
PubLift,cricketweb.net,1,1,triplelift.com
PubLift,airhint.com,1,1,triplelift.com
PubLift,boatshed.com,1,1,triplelift.com
PubLift,g2a.com,1,1,triplelift.com
PubLift [Parent],cainer.com,1,1,triplelift.com
PubLift [Parent],skyvector.com,1,1,triplelift.com
PubRev,pubrev.io,1,1,seedtag.com
Pubcircle (Axis Corp. Ltd),pubcircle.ai,1,2,media.net
Pubfinity,pf-ssp.com,1,1,pubmatic.com
Publica,publica.com,1,1,video.unrulymedia.com
Publiemme srl,publiemmegroup.it,1,1,themediagrid.com
Publish Time,publishtime.net,1,1,amxrtb.com
Publisher Collective,publisher-collective.com,1,1,amxrtb.com
Publy Ads,publyads.com.br,1,1,teads.tv
Publy ltd,publy.net,1,1,lijit.com
Publy-Ireland,publy.com,1,1,sharethrough.com
Pubmatic Ssp,pubmatic-video.com,1,1,amxrtb.com
Pubnative,pubnative.com,1,1,amxrtb.com
Pubnet Publicidad y Marketing SL,publicidad.net,1,1,lijit.com
Pubpower,trustsu.com,1,1,themediagrid.com
Pubsfusion,ads-pubsfusion.com,1,1,onetag.com
Pubstack,,1,1,amxrtb.com
Pubtech,pubtech.ai,1,4,freewheel.tv
Pure Alpha Ventures - oRTB,purealphaventures.com,1,1,sharethrough.com
PurePlay Radio,gotradio.com,1,1,improvedigital.com
Purple Brain,purplebrain.co,1,1,conversantmedia.com
Purple Brain SA,adbuddiz.com,1,1,openx.com
PurpleAds [HB],purpleads.com,1,1,adyoulike.com
Puzzle Studio pte ltd,puzzle.sg,1,1,ogury.com
"Q1Media, Inc",q1media.com,1,1,lijit.com
QAudience,qaudience.com,1,1,teads.tv
QUOKA SRL,quoka.de,1,1,improvedigital.com
Quality Media Network GmbH,qualitymedianetwork.de,1,2,improvedigital.com
Quebecor,qub.radio,1,1,improvedigital.com
Questex,questex.com,1,1,teads.tv
"Quick, Inc.",corporate.quick.co.jp,1,1,media.net
RADIANCE MEDIA PTE. Ltd,radiancemedia.net,1,1,loopme.com
RCN Guatemala,rcnguatemala.com,1,1,improvedigital.com
RCN STUDIOS INC.,realcontentnetwork.com,1,1,lijit.com
RND RedaktionsNetzwerk Deutschland GmbH,rnd.de,1,1,themediagrid.com
ROUTENINE,ahnlab.com,1,1,themediagrid.com
RPA Media Place S.A.,rpamediaplace.com,1,1,rubiconproject.com
RS Internet Pazarlama A.S.,,1,1,adform.com
RTB Mix,rtb-mix.com,1,3,adyoulike.com
RTB One Ltd.,,1,1,adform.com
RTB One OOD,rtbone.com,1,1,themediagrid.com
RTL group,adnetwork-croatia.com,1,1,adform.com
Radiant Technologies,radianttechnologies.io,1,1,connatix.com
Radio Mitre SA,radiomitre.cienradios.com,1,1,improvedigital.com
Radio e Televisao Record SA,r7.com,1,1,aps.amazon.com
Radioline SAS,radioline.co,1,1,improvedigital.com
Radiopolis FM,radiopolis.fm,1,2,improvedigital.com
Raketech,raketech.com,1,1,amxrtb.com
Rakuten CTV - oRTB - non O&O,rakuten.com,1,1,sharethrough.com
Rappler PH,rappler.com,1,1,gumgum.com
Raptive Enterprise,mensjournal.com,1,1,triplelift.com
Rba,rba.es,1,1,amxrtb.com
Reach Media GmbH,musikguru.de,1,1,indexexchange.com
Readwhere Digital DMCC,readwhere.digital,1,1,aps.amazon.com
RealM Podcast Network,realm.fm,1,2,improvedigital.com
Realoem,realoem.com,1,1,amxrtb.com
Red E-Retail,e-retailadvertising.com,1,1,rubiconproject.com
Red Media Sales,redmediasales.com,1,1,conversantmedia.com
RedCircle,redcircle.com,1,4,improvedigital.com
RedSoul,redsoul.net,1,1,teads.tv
Refinery89.com,refinery.com,1,2,media.net
Reforge,reforge.in,1,1,pubmatic.com
Regie Alfa International LLC,regiealfa.com,1,1,seedtag.com
Reklam.ist,reklam.ist,1,1,lijit.com
Relentlo,relentlo.com,1,1,pubmatic.com
Reset Digital,resetdigital.co,1,2,pubmatic.com
Rev-Stream,rev-stream.com,1,1,undertone.com
Revbid,revbid.com,1,1,amxrtb.com
Revry,runtime.tv,1,1,triplelift.com
"Revry, Inc.",revry.tv,1,1,video.unrulymedia.com
"Rewarded Media, LLC",rewardedmedia.com,1,1,connatix.com
Rhombus Ads,rhombusads.com,1,1,lijit.com
RhythmOne LLC,rhythmone.com,1,1,pubmatic.com
"Ribeye Media, INC.",ribeye.media,1,1,freewheel.tv
Rierra Ads,rierra-ads.com,1,1,adyoulike.com
Rightmove - OB,rightmove.co.uk,1,1,sharethrough.com
Ringier AG (Ringier Advertising),ringier.com,1,2,adform.com
Ringier Axel Springer,ringieraxelspringer.pl,1,1,lijit.com
Rival Media Group LLC,nativecommerce.com,1,1,lijit.com
Roar Performance Marketing Ltd,roar-co.com,1,1,rubiconproject.com
Rock Internet S.L.,,1,1,adform.com
RockYou Inc./ CafeMedia,cafemom.com,1,1,lijit.com
Rodrigo B. da Silva,diariodeuberlandia.com.br,1,1,seedtag.com
Rogers Media,rogersmedia.com,1,4,indexexchange.com
Rombhus,rombhus.com,1,1,teads.tv
Rotana Media Service FZ LLC,rotanarms.net,1,1,pubmatic.com
Roularta Media Nederland,newskoolmedia.nl,1,1,teads.tv
Royal Ad Sp. z o.o.,,1,1,adform.com
Rubber City Radio Group,rcrg.net,1,1,improvedigital.com
Rumble,ads.rumble.com,1,1,nativo.com
Runcomm KR,runcomm.co.kr,1,1,themediagrid.com
"RxSense, LLC",rxsense.com,1,1,lijit.com
Ryan Jurgensen,ryanjurgensen.com,1,1,amxrtb.com
S3,s3.media,1,1,connatix.com
S3 Xlisting,,1,1,amxrtb.com
SAN-EI CORPORATION,san-ei-corp.co.jp,1,1,aps.amazon.com
SAS FAROS,,1,1,adform.com
SAS HITOPIC,realtimedata.fr,1,1,openx.com
SEVEN PRESSE SAS,adramatichiphop.com,1,1,seedtag.com
SIA adQuota Latvia,,1,1,adform.com
SING TAO NEWSPAPERS,singtao.ca,1,1,seedtag.com
SK Planet,skplanet.com,1,1,inmobi.com
SK planet,skplanet.co.kr,1,1,themediagrid.com
SMARTSTREAM.TV GmbH,smartstream.tv,1,1,pubmatic.com
SMN Corporation,so-netmedia.jp,1,1,themediagrid.com
SNK Digital,wabisabicontent.com,1,1,improvedigital.com
SNOW Corporation,snow.me,1,2,pubmatic.com
SO PRESS,sopress.net,1,1,seedtag.com
SPIRIT MEDIA s.r.o.,,1,1,adform.com
SPORTVERTICAL Marketing GmbH,sportvertical.de,1,1,teads.tv
SPiN AG,spin.de,1,1,rubiconproject.com
SST Groupe Media,econostrum.info,1,1,seedtag.com
STANDS4 LTD,stands4.com,1,1,conversantmedia.com
STAX kr,stax.kr,1,1,themediagrid.com
STORMSTRIKE INC.,stormstrike.gg,1,1,inmobi.com
SUPER MOBIL MEDYA VE REKLAM HIZ.A.S.,,1,1,adform.com
SYBO Game,sybogame.com,1,2,improvedigital.com
"Sabio, Inc.",sabioctv.com,1,6,freewheel.tv
Safari Media,safari-media.me,1,2,adyoulike.com
Salem Media,salemmedia.com,1,1,improvedigital.com
"Salem Web Network, LLC",salemnewschannel.com,1,1,pubmatic.com
"Sallyport Commercial Finance, LLC",themaven.net,1,1,lijit.com
"Samsung Electronics America, Inc",samsung.com,1,1,freewheel.tv
Saooti,saooti.com,1,1,improvedigital.com
Sarigato sp. z o.o.,,1,1,adform.com
Savage Ventures LLC,savage.ventures,1,1,lijit.com
Sbly,,1,1,amxrtb.com
Scalarator,scalarator.net,1,1,triplelift.com
Screen R,screenr.fr,1,1,improvedigital.com
ScreenIL,screen.il.com,1,1,video.unrulymedia.com
Screencore,screencore.com,1,1,risecodes.com
Screenwave Media,screenwavemedia.com,1,1,lijit.com
Scribd Inc,scribd.com,1,1,seedtag.com
Scripps - Non O&O - Publica,scripps.com,1,2,sharethrough.com
Scroll Media Limited,scrollmedia.com,1,1,themediagrid.com
Scroll Media NZ,scrollmedia.co.nz,1,1,gumgum.com
SeaOvers Pte. Ltd,seaovers.com,1,1,teads.tv
"Securenet Systems, Inc.",securenetsystems.net,1,1,lijit.com
Sercanto SRL,sercanto.com,1,1,ogury.com
Seven West Media,7plus.com.au,1,1,triplelift.com
Sfera Group,sfera.es,1,1,teads.tv
"Shareaholic, Inc.",shareaholic.com,1,1,lijit.com
"Shenzhen Smarter Mobi Technology Co.,Ltd",mobismarter.com,1,1,improvedigital.com
Sheology - Black Mountain Media Teoranta,sheologydigital.com,1,1,rubiconproject.com
Shogakukan Inc.,shogakukan.co.jp,1,1,media.net
ShopSavvy,shopsavvy.com,1,1,video.unrulymedia.com
Shopfully Spa,shopfully.com,1,1,seedtag.com
ShowHeroes SE,platform.showheroes.com,1,1,conversantmedia.com
Siddhi digital media pvt ltd,moola.network,1,1,rubiconproject.com
Sigma BIS S.A.,sigma-media.com.pl,1,1,adform.com
Sileo LLC dba Column6,column6.com,1,1,conversantmedia.com
Sileo LLC dba Column6 LLC aka Siprocal,siprocal.com,1,1,video.unrulymedia.com
Silver Bullet Data Services,videobeet.tv,1,1,adform.com
"SilverMT Media, Inc.",silvermtmedia.com,1,2,openx.com
Simplify Media LLC,simplifymediagroup.com,1,1,seedtag.com
Simply Black Media,simplyblackmedia.com,1,1,adform.com
Simran Testing - Programmatic,simrantesting.com,1,1,media.net
SingularOne [HB],singular-one.com,1,1,adyoulike.com
Sinovum Media AB,synonymer.se,1,1,improvedigital.com
Sistema Roriz de Comunicacao LTDA,concursosnobrasil.com,1,1,media.net
Skala Medya,skalamedya.com.tr,1,1,pubmatic.com
Sky Ltd,feed.4strokemedia.com,1,1,aps.amazon.com
Sky Media,skysports.com,1,1,gumgum.com
Sky Media,skymedia.co.uk,1,1,video.unrulymedia.com
Slashdot,slashdotmedia.com,1,1,amxrtb.com
SmartNews Inc. - Nimbus,smartnews.com,1,1,sharethrough.com
Smartframe [HB],smartframe.io,1,1,adyoulike.com
Smartifai,smartifai.ai,1,1,adform.com
Smartify Media FZ LLE,smartify-media.com,1,1,rubiconproject.com
SmartlineTV,smartlinetv.com,1,1,lijit.com
Smartyads Inc,ssp.smartyads.com,1,1,conversantmedia.com
Snigelweb,snigel.com,1,1,kargo.com
Social Chain,socialchain.com,1,1,amxrtb.com
Social Networking Technology Inc,sntmedia.com,1,3,lijit.com
Sociedad Televisora Larranaga SA,teledoce.com,1,1,lijit.com
Sofikul,sofikul.com,1,1,amxrtb.com
Solutions A/S,itavisen.no,1,2,indexexchange.com
Sonic Odeeo Ltd,supply-chain.odeeo.io,1,1,onetag.com
Sonos,sonos.com,1,1,improvedigital.com
Sootix TV LLC,sootix.tv,1,1,lijit.com
Sortridge Ltd T/A Electric Media,electricmedia.ie,1,1,lijit.com
Soundcast SAS,soundcast.fm,1,1,rubiconproject.com
"Sovrn Holdings, Inc.",federatedmedia.net,1,1,openx.com
Sovrn UK Limited,sovrnservices.com,1,1,rubiconproject.com
Space Cow Media,spacecowmedia.com,1,2,pubmatic.com
Spearad GmbH,spearad.com,1,1,conversantmedia.com
Spil Games B.V.,spilgames.com,1,1,pubmatic.com
Split B Media,splitmediastl.com,1,1,amxrtb.com
Sponget [BKO],sponget.com,1,1,adyoulike.com
Spormeon Ltd.,spormeon.com,1,1,openx.com
Sport Publish OÜ,bold.dk,1,1,themediagrid.com
Sport Social Podcast Network,sport-social.co.uk,1,2,improvedigital.com
Sportivo X The Media Project,sportivo.fi,1,1,adform.com
Sports Drop,thesportsdrop.com,1,1,amxrtb.com
Sports Engine,sportsengine.com,1,1,amxrtb.com
Sportsmole,sportsmole.co.uk,1,1,amxrtb.com
Spreaker,spreaker.com,1,4,improvedigital.com
SquareOffs LLC,squareoffs.com,1,1,lijit.com
StackUp LLC.,stackup-ai.com,1,1,conversantmedia.com
"Stacy, Business Name 456",stacycompany2.json,1,1,conversantmedia.com
Stagwell Group,stagwellgroup.com,1,1,freewheel.tv
Stakt Media,stakt.com,1,1,lijit.com
Stardom Labs,stardomlabs.com,1,1,lijit.com
StartApp Inc.,startapp.com,1,1,openx.com
"Stellor Media, LLC",stellormedia.com,1,1,onetag.com
Stratego,com.youdagames.strategomp.premium.android,1,2,improvedigital.com
StreamGuys,streamguys.com,1,1,improvedigital.com
"StreamVision Media, LLC",streamvision.com,1,1,lijit.com
StringAds.,stringads.com,1,1,lijit.com
Stroeer Media Brands,stroeermediabrands.de,1,1,lijit.com
Strossle,strossle.com,1,1,improvedigital.com
Studio Sol BR,studiosol.com.br,1,1,lijit.com
StuffWeLike Media,stuffwelike.com,1,1,video.unrulymedia.com
Stylewish AB,stylewish.se,1,1,improvedigital.com
Suite 66,suite66.com,1,1,lijit.com
Sureview,sureview.tv,1,1,aps.amazon.com
Surfer Marketplace LLC,surfernetwork.com,1,2,improvedigital.com
Surfline Wavetrak Inc.,surfline.com,1,1,sharethrough.com
Swiftcom,swift.com,1,1,amxrtb.com
Synacor,synacor.com,1,1,triplelift.com
Synamedia,synamedia.com,1,1,indexexchange.com
Synced Apps Technologies Ltd.,inthegame.io,1,1,video.unrulymedia.com
Synergetic Distribution - oRTB,synergetic.film,1,1,sharethrough.com
TAG24 NEWS Deutschland GmbH,tag24.de,1,1,improvedigital.com
TAGADAMEDIA,tagadamedia.com,1,1,seedtag.com
TAM,ads.com,1,1,sharethrough.com
TAM Medialab LTD,medialabtech.ai,1,1,adyoulike.com
TCL Ads,ads.tcl.com,1,1,nativo.com
TDS.BID FZ-LLC,tds.bid,1,1,aps.amazon.com
TED Conferences LLC,ted.com,1,1,video.unrulymedia.com
TEGNA Production,tegna.com,1,1,freewheel.tv
TJTUNE - KR,tjtune.com,1,1,themediagrid.com
TMS Edizioni S.r.l.,tmsedizioni.it,1,1,themediagrid.com
"TN Marketing, LLC",tnmarketing.com,1,1,openx.com
TNK Factory Corp.,tnkfactory.com,1,1,pubmatic.com
TOMORROW FOCUS Media GmbH,tomorrow-focus.de,1,1,rubiconproject.com
TPMN,tpmn.co.kr,1,1,themediagrid.com
"TPMN CO., LTD.",tpmn.io,1,2,pubmatic.com
"TRIVIUM QUADRIVIUMQUE DIGITAL, SL",tqcorp.media,1,1,onetag.com
TURF EDITIONS - FR,geny.com,1,1,themediagrid.com
TV Cast Pte. LTd.,tvcastapp.net,1,1,inmobi.com
TV2 - DK,tv2.dk,1,1,themediagrid.com
TV24 Group AB,tv24.se,1,1,rubiconproject.com
TV4 Media AB,tv4.se,1,1,freewheel.tv
TX Group AG,20min.ch,1,1,improvedigital.com
Taboola,,1,1,adyoulike.com
Take1 - oRTB,take1.tv,1,2,sharethrough.com
Tapjoy,tapjoy.com,1,1,pubmatic.com
Tapslead-HK-Export,tapslead.net,1,1,inmobi.com
Teads,teads.com,1,1,improvedigital.com
Teal,tealplus.com,1,1,inmobi.com
Teamblind Inc.,teamblind.com,1,1,inmobi.com
Technological Union,technologicalunion.com,1,1,lijit.com
Telauges OÜ,telauges.com,1,1,improvedigital.com
Telus - Fubo - Springserve - CTV,telus.com,1,1,sharethrough.com
Tempest Tech Limited,tempest.com,1,1,aps.amazon.com
Test,,1,1,video.unrulymedia.com
Textmine Inc,ispop.kr,1,1,themediagrid.com
"The Affinity Media Exchange, Inc. d/b/a TAME",tamenetwork.com,1,1,rubiconproject.com
The Beachbox SAS,everwell.tv,1,2,lijit.com
"The Bishop Way, Inc.",thebishopway.com,1,1,conversantmedia.com
The Channel Company,thechannelco.com,1,1,onetag.com
The Cool Company,cool.co,1,1,nativo.com
The Digital Critic Inc.,thedigitalcritic.com,1,1,aps.amazon.com
The Drive Media Inc.,thedrive.com,1,1,conversantmedia.com
The Equalizer - Fabrik,equalizersoccer.com,1,1,kargo.com
The Hearst Corporation,,1,2,improvedigital.com
The Hindu Group of Publishing,thehindu.com,1,1,inmobi.com
The Independent Collective LLC,maxmymoney.org,1,1,connatix.com
The Local,thelocal.com,1,1,amxrtb.com
The Media Street,themediastreet.com,1,1,connatix.com
The Mediam Group,themediamgroup.com,1,1,triplelift.com
The Next Web,thenextweb.com,1,1,sharethrough.com
The Nishinippon Shimbun,nishinippon.co.jp,1,1,aps.amazon.com
The QT Company,qt.io,1,1,pubmatic.com
The Race Media Ltd,theracemedialtd.com,1,1,lijit.com
The Trainline,thetrainline.com,1,1,themediagrid.com
The ViewPoint,cdn.tvp.tv,1,1,conversantmedia.com
The Young Turks,tyt.com,1,1,yieldmo.com
The cool down - Prebid,thecooldown.com,1,1,sharethrough.com
TheAds,theads.io,1,1,aps.amazon.com
TheViewPoint,tvp.tv,1,1,pubmatic.com
Thinkdigital Internet & Advertising SA,,1,1,adform.com
Thirdpresence Oy,,1,1,adform.com
This Old House Ventures,thisoldhouse.com,1,1,conversantmedia.com
Threadneedle Press LLC,organizedhome.com,1,1,conversantmedia.com
ThreeSpringMedia Ltd,threespringmedia.com,1,1,improvedigital.com
Thunder Road Inc,victorythunderroad.com,1,1,lijit.com
Tilting Point Media,,1,1,aps.amazon.com
TimG Aps,,1,1,adform.com
Timera Media,timeramedia.com,1,1,conversantmedia.com
Times Media Group,timeslocalmedia.com,1,1,lijit.com
Tindle Newspapers [HB],tindlenewsgroup.com,1,1,adyoulike.com
Tip Hero,tiphero.com,1,1,amxrtb.com
Titan Mediaworks,titanmedia.works,1,1,video.unrulymedia.com
Today Media B.V.,filmvandaag.nl,1,1,improvedigital.com
Tone Media LLC,corp.bandsintown.com,1,3,openx.com
Toronto Star,thestar.com,1,1,amxrtb.com
Total Media,totalmediasolutions.com,1,1,triplelift.com
Totally Media,totallymedia.com.au,1,1,improvedigital.com
Townnews,townnews365.com,1,1,gumgum.com
Trade House Media,tradehousemedia.com,1,1,amxrtb.com
Trade House Media,thetradehouse.co.uk,1,2,sharethrough.com
TradeTower LLC,vandelay-media.co,1,1,connatix.com
TransferWise FBO CAN Digital Solutions Limited,adcouncil.org,1,1,lijit.com
Transfermarkt,transfermarkt.de,1,1,amxrtb.com
Transmit,transmit.live,1,2,freewheel.tv
Transmit.Live,,1,1,undertone.com
Treenod.inc,treenod.com,1,1,aps.amazon.com
Trempads LLC,adsinflow.com,1,4,freewheel.tv
Trendscatchers,,1,1,amxrtb.com
Tribe Patrol,tribepatrol.com,1,1,amxrtb.com
"Triple Lift, Inc.",triplelift.com,1,1,loopme.com
Tripledot Studios,tripledotstudios.com,1,1,pubmatic.com
Triplelift Inc,3lift.com,1,1,themediagrid.com
"TrustX Digital Advertising  Services, LLC",trustx.org,1,1,conversantmedia.com
Trustridge Inc.,trustridge.jp,1,1,pubmatic.com
TuneIn Inc.,tunein.com,1,1,rubiconproject.com
Turk Medya,turkmedya.com.tr,1,1,seedtag.com
"Turner Broadcasting Sales, Inc.",warnermedia.com,1,1,lijit.com
Tweensoft,tweensoft.com,1,2,improvedigital.com
Two Circles Limited,twocircles.com,1,1,lijit.com
Tzoome Ltd.,tzoome.com,1,1,lijit.com
UAB MEDIA BITES,mediabites.lt,1,1,adform.com
UAB Mo.media,,1,1,adform.com
UAstation Limited,uastation.com,1,1,inmobi.com
UCFunnel Global,adanvis.com,1,1,themediagrid.com
UE Media,audiopulsar.com,1,1,video.unrulymedia.com
UMICALL.INC,umicall.com,1,1,inmobi.com
UNIVERSO ON LINE LTDA DIVISAO UOL,uol.com.br,1,1,seedtag.com
USA Digital Network LLC,usadigitalnetwork.com,1,1,video.unrulymedia.com
USA Today Sports Media Group (Gannett),usatodaysports.com,1,1,pubmatic.com
USE YOUR BRAIN DI D.M.D.,useyourbrain.it,1,1,teads.tv
UTA [TAM],uta-net.com,1,1,adyoulike.com
UndrAds,undrads.com,1,1,lijit.com
Uni Médias,parents.fr,1,1,adyoulike.com
"United Blades Co.,Ltd.",unitedblades.co.jp,1,1,themediagrid.com
United Internet Media GmbH,united-internet-media.de,1,1,improvedigital.com
"United Marketing Technologies, Inc.",ja.ad-stir.com,1,1,inmobi.com
Univision,univision.com,1,1,improvedigital.com
Univision,corporate.univision.com,1,1,triplelift.com
Unruly Group Ltd,unruly.co,1,1,improvedigital.com
Uptodown Technologies SL,uptodown.com,1,1,themediagrid.com
Ureka Media,urekamedia.eu,1,1,amxrtb.com
Userwave,userwave.com,1,1,gumgum.com
VEOVEE Sp. z o.o.,,1,1,adform.com
VIESTI-DM7 PLANEJAMENTO E TREINAMENTO LTDA,adzep.com,1,1,seedtag.com
VTEX Commerce Cloud Solutions LLC,vtex.com,1,1,rubiconproject.com
Val Morgan Cinema Network,valmorgan.com.au,1,1,improvedigital.com
Valnet Inc.,valnetinc.com,1,1,pubmatic.com
Vashoot,vashootads.com,1,1,amxrtb.com
Vebuin,vebuin.com,1,1,teads.tv
Vecernji List,vecernji.hr,1,1,triplelift.com
Velocity,velocity.io,1,1,video.unrulymedia.com
Venatus Media Ltd,hb.vntsm.com,1,1,pubmatic.com
Ventes Avenues Pvt Ltd,ventesavenues.net,1,1,pubmatic.com
Venture Kite,venturekite.com,1,1,lijit.com
Veraxen  TAM & Pre-Bid Server,veraxen.com,1,2,sharethrough.com
Verizon Media SSP,aol.com,1,5,pubmatic.com
Verocity Inc,verocity.jp,1,1,rubiconproject.com
Vertexmedia,vertexmedia.ai,1,1,adyoulike.com
Vertoz Inc,vertoz.com,1,1,onetag.com
VestaStream,vestastream.com,1,5,freewheel.tv
Vevo LLC,vevo.com,1,1,video.unrulymedia.com
Vexigo Inc,vexigo.com,1,1,pubmatic.com
ViSTARS,vistarsagency.com,1,1,adyoulike.com
Viaplay Group AB,viaplay.com,1,3,freewheel.tv
Viaplay Group UK Ltd,,1,1,adform.com
Vibrant Media GmbH,vibrantmedia.com,1,1,themediagrid.com
Vice Benelux B.V.,vice.com,1,1,pubmatic.com
VidStartLtd,vidstart.com,1,4,freewheel.tv
Vidazoo_,positivemobile.co.il,1,2,adyoulike.com
Video House sp.z o.o.,,1,1,adform.com
Video Solutions AG - CTV Reseller,video-solutions.ag,1,1,themediagrid.com
Videolift,videolift.io,1,1,adform.com
Videonest,videonest.co,1,1,pubmatic.com
Videonow LLC,,1,1,adform.com
VideooTV,videoo.tv,1,1,lijit.com
Vidgyor Media Technologies Pvt. Ltd.,vidgyor.com,1,3,pubmatic.com
Vidverto,vidverto.com,1,1,adform.com
ViewAll Investments Limited,mobcomedia.com,1,2,pubmatic.com
ViewPaySAS,viewpay.tv,1,3,freewheel.tv
Viewallinvestmentsltd,viewallmedia.net,1,4,freewheel.tv
VimayX,vimay.group,1,1,media.net
Viqeo Inc.,viqeo.tv,1,1,rubiconproject.com
Viralised,viralised.com,1,1,teads.tv
Vistazo Ecuador,adops.pe,1,1,teads.tv
Vitor Media,vitor.media.com,1,1,triplelift.com
Vitor Media - Publica - CTV - oRTB (non O&O),vitoraudio.com,1,2,sharethrough.com
Vocento,vocento.com,1,1,triplelift.com
Volcera Ltd,volcera.io,1,1,video.unrulymedia.com
Voodoo - TAM,voodoo.io,1,1,adyoulike.com
Voranda Inc.,voranda.com,1,1,themediagrid.com
Vox,vox.com,1,1,triplelift.com
"Voxnest, Inc.",voxnest.com,1,1,rubiconproject.com
Vungle,liftoff.ai,1,1,adyoulike.com
WEB SPOTTER,blog-rct.com,1,1,seedtag.com
WEBEDIA INTERNET BRASIL S.A.,br.webedia-group.com,1,1,aps.amazon.com
WISENUT,wisenut.co.kr,1,1,themediagrid.com
WMG,wmg.com,1,1,teads.tv
WNSDY Media AB,wednesdaymedia.se,1,1,pubmatic.com
Wafour Corporation,wafour.net,1,1,pubmatic.com
Wanted in Rome,theadshop.co,1,2,onetag.com
Washington Post,washingtonpost.com,1,1,triplelift.com
Waterloo Media,waterloomedia.com,1,1,improvedigital.com
Way To Grow,esky.com,1,1,amxrtb.com
Wazimo Media Ltd.,wazimo.com,1,1,lijit.com
We Buy Media,webuy.media,1,1,amxrtb.com
We are 365 LLC,adgoat.io,1,1,seedtag.com
WeForAds,weforads.com,1,1,onetag.com
WeGo - AE,wego.com,1,1,themediagrid.com
Weather.com,weather.com,1,1,adyoulike.com
Weatherzone,apps.weatherzone.com.au,1,1,inmobi.com
Web Financial Group SA,webfinancialgroup.com,1,1,rubiconproject.com
WebAds Interactive Advertising BV,,1,1,adform.com
WebAds Srl,,1,1,adform.com
Webads,webads.com,1,1,amxrtb.com
Webedia GmbH,webedia-group.de,1,1,improvedigital.com
Wednesday Media LLC,wednesday.media,1,1,connatix.com
Wedotv,wedotv.com,1,1,adform.com
Welect GmbH,welect.de,1,1,adform.com
Whiteoaks Communications Group,joyradio.ca,1,1,improvedigital.com
Whizti,whizti.com,1,1,nativo.com
WhoWhatWear,whowhatwear.com,1,1,pubmatic.com
"Wibbitz, Inc.",wibbitz.com,1,1,connatix.com
